LAI,CAC,Sensible heat flux (kJ/hr),Latent heat flux (kg/hr)
0.246550,0.095515,-4.285732,0.005512
0.246970,0.095675,-4.293033,0.005521
0.247380,0.095834,-4.300160,0.005531
0.247790,0.095994,-4.307287,0.005540
0.248200,0.096154,-4.314414,0.005549
0.248620,0.096315,-4.321714,0.005558
0.249030,0.096475,-4.328841,0.005567
0.249450,0.096636,-4.336142,0.005577
0.249860,0.096797,-4.343269,0.005586
0.250280,0.096958,-4.350570,0.005595
0.250700,0.097120,-4.357871,0.005605
0.251110,0.097281,-4.364998,0.005614
0.251530,0.097443,-4.372298,0.005623
0.251950,0.097605,-4.379599,0.005633
0.252370,0.097767,-4.386900,0.005642
0.252790,0.097930,-4.394201,0.005652
0.253210,0.098093,-4.401502,0.005661
0.253630,0.098255,-4.408802,0.005670
0.254050,0.098419,-4.416103,0.005680
0.254470,0.098582,-4.423404,0.005689
0.254890,0.098745,-4.430705,0.005698
0.255320,0.098909,-4.438179,0.005708
0.255740,0.099073,-4.445480,0.005717
0.256160,0.099237,-4.452781,0.005727
0.256590,0.099402,-4.460255,0.005736
0.257010,0.099566,-4.467556,0.005746
0.257440,0.099731,-4.475031,0.005755
0.257860,0.099896,-4.482332,0.005765
0.258290,0.100060,-4.489806,0.005774
0.258720,0.100230,-4.497281,0.005784
0.259140,0.100390,-4.504582,0.005793
0.259570,0.100560,-4.512056,0.005803
0.260000,0.100720,-4.519531,0.005813
0.260430,0.100890,-4.527005,0.005822
0.260860,0.101060,-4.534480,0.005832
0.261290,0.101220,-4.541955,0.005842
0.261720,0.101390,-4.549429,0.005851
0.262150,0.101560,-4.556904,0.005861
0.262590,0.101730,-4.564552,0.005871
0.263020,0.101890,-4.572027,0.005880
0.263450,0.102060,-4.579502,0.005890
0.263890,0.102230,-4.587150,0.005900
0.264320,0.102400,-4.594625,0.005909
0.264750,0.102570,-4.602099,0.005919
0.265190,0.102730,-4.609748,0.005929
0.265630,0.102900,-4.617396,0.005939
0.266060,0.103070,-4.624871,0.005948
0.266500,0.103240,-4.632519,0.005958
0.266940,0.103410,-4.640168,0.005968
0.267380,0.103580,-4.647816,0.005978
0.267810,0.103750,-4.655291,0.005987
0.268250,0.103920,-4.662939,0.005997
0.268690,0.104090,-4.670587,0.006007
0.269130,0.104260,-4.678236,0.006017
0.269580,0.104430,-4.686058,0.006027
0.270020,0.104600,-4.693707,0.006037
0.270460,0.104780,-4.701355,0.006047
0.270900,0.104950,-4.709003,0.006056
0.271350,0.105120,-4.716826,0.006066
0.271790,0.105290,-4.724474,0.006076
0.272230,0.105460,-4.732123,0.006086
0.272680,0.105640,-4.739945,0.006096
0.273130,0.105810,-4.747767,0.006106
0.273570,0.105980,-4.755416,0.006116
0.274020,0.106150,-4.763238,0.006126
0.274470,0.106330,-4.771060,0.006136
0.274910,0.106500,-4.778709,0.006146
0.275360,0.106680,-4.786531,0.006156
0.275810,0.106850,-4.794353,0.006166
0.276260,0.107020,-4.802175,0.006176
0.276710,0.107200,-4.809998,0.006186
0.277160,0.107370,-4.817820,0.006196
0.277610,0.107550,-4.825642,0.006206
0.278070,0.107720,-4.833638,0.006217
0.278520,0.107900,-4.841460,0.006227
0.278970,0.108070,-4.849283,0.006237
0.279430,0.108250,-4.857279,0.006247
0.279880,0.108430,-4.865101,0.006257
0.280340,0.108600,-4.873097,0.006267
0.280790,0.108780,-4.880919,0.006278
0.281250,0.108960,-4.888916,0.006288
0.281700,0.109130,-4.896738,0.006298
0.282160,0.109310,-4.904734,0.006308
0.282620,0.109490,-4.912730,0.006318
0.283080,0.109660,-4.920726,0.006329
0.283540,0.109840,-4.928722,0.006339
0.284000,0.110020,-4.936718,0.006349
0.284460,0.110200,-4.944714,0.006360
0.284920,0.110380,-4.952710,0.006370
0.285380,0.110560,-4.960707,0.006380
0.285840,0.110730,-4.968703,0.006390
0.286300,0.110910,-4.976699,0.006401
0.286770,0.111090,-4.984869,0.006411
0.287230,0.111270,-4.992865,0.006421
0.287690,0.111450,-5.000861,0.006432
0.288160,0.111630,-5.009031,0.006442
0.288620,0.111810,-5.017027,0.006453
0.289090,0.111990,-5.025197,0.006463
0.289560,0.112170,-5.033367,0.006474
0.290020,0.112360,-5.041363,0.006484
0.290490,0.112540,-5.049533,0.006494
0.290960,0.112720,-5.057703,0.006505
0.291430,0.112900,-5.065873,0.006515
0.291900,0.113080,-5.074042,0.006526
0.292370,0.113260,-5.082212,0.006536
0.292840,0.113450,-5.090382,0.006547
0.293310,0.113630,-5.098552,0.006557
0.293780,0.113810,-5.106722,0.006568
0.294250,0.113990,-5.114892,0.006578
0.294730,0.114180,-5.123236,0.006589
0.295200,0.114360,-5.131406,0.006600
0.295680,0.114540,-5.139750,0.006610
0.296150,0.114730,-5.147919,0.006621
0.296630,0.114910,-5.156263,0.006632
0.297100,0.115100,-5.164433,0.006642
0.297580,0.115280,-5.172777,0.006653
0.298060,0.115470,-5.181121,0.006664
0.298530,0.115650,-5.189291,0.006674
0.299010,0.115840,-5.197634,0.006685
0.299490,0.116020,-5.205978,0.006696
0.299970,0.116210,-5.214322,0.006706
0.300450,0.116400,-5.222666,0.006717
0.300930,0.116580,-5.231009,0.006728
0.301410,0.116770,-5.239353,0.006739
0.301900,0.116950,-5.247871,0.006749
0.302380,0.117140,-5.256214,0.006760
0.302860,0.117330,-5.264558,0.006771
0.303350,0.117520,-5.273076,0.006782
0.303830,0.117700,-5.281419,0.006793
0.304320,0.117890,-5.289937,0.006804
0.304800,0.118080,-5.298281,0.006814
0.305290,0.118270,-5.306798,0.006825
0.305780,0.118460,-5.315316,0.006836
0.306260,0.118650,-5.323660,0.006847
0.306750,0.118840,-5.332177,0.006858
0.307240,0.119020,-5.340695,0.006869
0.307730,0.119210,-5.349212,0.006880
0.308220,0.119400,-5.357730,0.006891
0.308710,0.119590,-5.366248,0.006902
0.309200,0.119780,-5.374765,0.006913
0.309690,0.119970,-5.383283,0.006924
0.310180,0.120170,-5.391800,0.006935
0.310680,0.120360,-5.400492,0.006946
0.311170,0.120550,-5.409009,0.006957
0.311670,0.120740,-5.417701,0.006968
0.312160,0.120930,-5.426218,0.006979
0.312660,0.121120,-5.434910,0.006990
0.313150,0.121320,-5.443427,0.007001
0.313650,0.121510,-5.452119,0.007012
0.314150,0.121700,-5.460810,0.007023
0.314640,0.121890,-5.469328,0.007034
0.315140,0.122090,-5.478019,0.007045
0.315640,0.122280,-5.486710,0.007057
0.316140,0.122470,-5.495402,0.007068
0.316640,0.122670,-5.504093,0.007079
0.317140,0.122860,-5.512785,0.007090
0.317640,0.123060,-5.521476,0.007101
0.318150,0.123250,-5.530341,0.007113
0.318650,0.123440,-5.539033,0.007124
0.319150,0.123640,-5.547724,0.007135
0.319660,0.123830,-5.556589,0.007147
0.320160,0.124030,-5.565281,0.007158
0.320670,0.124230,-5.574146,0.007169
0.321170,0.124420,-5.582837,0.007180
0.321680,0.124620,-5.591703,0.007192
0.322190,0.124810,-5.600568,0.007203
0.322690,0.125010,-5.609259,0.007214
0.323200,0.125210,-5.618124,0.007226
0.323710,0.125410,-5.626990,0.007237
0.324220,0.125600,-5.635855,0.007248
0.324730,0.125800,-5.644720,0.007260
0.325240,0.126000,-5.653585,0.007271
0.325750,0.126200,-5.662451,0.007283
0.326270,0.126400,-5.671490,0.007294
0.326780,0.126590,-5.680355,0.007306
0.327290,0.126790,-5.689220,0.007317
0.327810,0.126990,-5.698259,0.007329
0.328320,0.127190,-5.707124,0.007340
0.328840,0.127390,-5.716164,0.007352
0.329350,0.127590,-5.725029,0.007363
0.329870,0.127790,-5.734068,0.007375
0.330390,0.127990,-5.743107,0.007386
0.330900,0.128190,-5.751972,0.007398
0.331420,0.128390,-5.761011,0.007409
0.331940,0.128590,-5.770050,0.007421
0.332460,0.128800,-5.779089,0.007433
0.332980,0.129000,-5.788128,0.007444
0.333500,0.129200,-5.797167,0.007456
0.334020,0.129400,-5.806206,0.007468
0.334550,0.129600,-5.815419,0.007479
0.335070,0.129810,-5.824458,0.007491
0.335590,0.130010,-5.833497,0.007503
0.336120,0.130210,-5.842710,0.007515
0.336640,0.130410,-5.851749,0.007526
0.337170,0.130620,-5.860962,0.007538
0.337690,0.130820,-5.870001,0.007550
0.338220,0.131030,-5.879214,0.007561
0.338750,0.131230,-5.888427,0.007573
0.339270,0.131430,-5.897466,0.007585
0.339800,0.131640,-5.906679,0.007597
0.340330,0.131840,-5.915892,0.007609
0.340860,0.132050,-5.925105,0.007620
0.341390,0.132260,-5.934318,0.007632
0.341920,0.132460,-5.943531,0.007644
0.342460,0.132670,-5.952917,0.007656
0.342990,0.132870,-5.962130,0.007668
0.343520,0.133080,-5.971343,0.007680
0.344050,0.133290,-5.980556,0.007692
0.344590,0.133490,-5.989943,0.007704
0.345120,0.133700,-5.999156,0.007716
0.345660,0.133910,-6.008542,0.007728
0.346200,0.134120,-6.017929,0.007740
0.346730,0.134320,-6.027142,0.007752
0.347270,0.134530,-6.036529,0.007764
0.347810,0.134740,-6.045915,0.007776
0.348350,0.134950,-6.055302,0.007788
0.348890,0.135160,-6.064689,0.007800
0.349430,0.135370,-6.074076,0.007812
0.349970,0.135580,-6.083462,0.007824
0.350510,0.135790,-6.092849,0.007836
0.351050,0.136000,-6.102236,0.007848
0.351590,0.136210,-6.111622,0.007860
0.352140,0.136420,-6.121183,0.007873
0.352680,0.136630,-6.130570,0.007885
0.353230,0.136840,-6.140130,0.007897
0.353770,0.137050,-6.149517,0.007909
0.354320,0.137260,-6.159078,0.007921
0.354860,0.137470,-6.168464,0.007933
0.355410,0.137690,-6.178025,0.007946
0.355960,0.137900,-6.187585,0.007958
0.356510,0.138110,-6.197146,0.007970
0.357060,0.138320,-6.206706,0.007983
0.357610,0.138540,-6.216267,0.007995
0.358160,0.138750,-6.225828,0.008007
0.358710,0.138960,-6.235388,0.008020
0.359260,0.139180,-6.244949,0.008032
0.359810,0.139390,-6.254509,0.008044
0.360370,0.139610,-6.264244,0.008057
0.360920,0.139820,-6.273804,0.008069
0.361470,0.140040,-6.283365,0.008081
0.362030,0.140250,-6.293099,0.008094
0.362590,0.140470,-6.302833,0.008106
0.363140,0.140680,-6.312394,0.008119
0.363700,0.140900,-6.322128,0.008131
0.364260,0.141110,-6.331863,0.008144
0.364820,0.141330,-6.341597,0.008156
0.365370,0.141550,-6.351158,0.008168
0.365930,0.141760,-6.360892,0.008181
0.366490,0.141980,-6.370626,0.008193
0.367060,0.142200,-6.380535,0.008206
0.367620,0.142410,-6.390269,0.008219
0.368180,0.142630,-6.400003,0.008231
0.368740,0.142850,-6.409738,0.008244
0.369310,0.143070,-6.419646,0.008257
0.369870,0.143290,-6.429380,0.008269
0.370440,0.143510,-6.439288,0.008282
0.371000,0.143730,-6.449023,0.008294
0.371570,0.143950,-6.458931,0.008307
0.372140,0.144170,-6.468839,0.008320
0.372700,0.144390,-6.478574,0.008332
0.373270,0.144610,-6.488482,0.008345
0.373840,0.144830,-6.498390,0.008358
0.374410,0.145050,-6.508298,0.008371
0.374980,0.145270,-6.518206,0.008383
0.375550,0.145490,-6.528115,0.008396
0.376120,0.145710,-6.538023,0.008409
0.376700,0.145930,-6.548105,0.008422
0.377270,0.146150,-6.558013,0.008434
0.377840,0.146380,-6.567921,0.008447
0.378420,0.146600,-6.578003,0.008460
0.378990,0.146820,-6.587911,0.008473
0.379570,0.147040,-6.597994,0.008486
0.380140,0.147270,-6.607902,0.008499
0.380720,0.147490,-6.617984,0.008512
0.381300,0.147720,-6.628066,0.008525
0.381880,0.147940,-6.638148,0.008538
0.382460,0.148160,-6.648230,0.008551
0.383040,0.148390,-6.658312,0.008563
0.383620,0.148610,-6.668394,0.008576
0.384200,0.148840,-6.678476,0.008589
0.384780,0.149060,-6.688558,0.008602
0.385360,0.149290,-6.698640,0.008615
0.385950,0.149520,-6.708896,0.008629
0.386530,0.149740,-6.718978,0.008642
0.387110,0.149970,-6.729060,0.008654
0.387700,0.150190,-6.739316,0.008668
0.388280,0.150420,-6.749398,0.008681
0.388870,0.150650,-6.759654,0.008694
0.389460,0.150880,-6.769910,0.008707
0.390050,0.151100,-6.780165,0.008720
0.390640,0.151330,-6.790421,0.008733
0.391220,0.151560,-6.800503,0.008746
0.391810,0.151790,-6.810759,0.008760
0.392410,0.152020,-6.821189,0.008773
0.393000,0.152250,-6.831445,0.008786
0.393590,0.152480,-6.841701,0.008799
0.394180,0.152710,-6.851956,0.008813
0.394770,0.152940,-6.862212,0.008826
0.395370,0.153170,-6.872642,0.008839
0.395960,0.153400,-6.882898,0.008852
0.396560,0.153630,-6.893327,0.008866
0.397150,0.153860,-6.903583,0.008879
0.397750,0.154090,-6.914013,0.008892
0.398350,0.154320,-6.924443,0.008906
0.398950,0.154550,-6.934872,0.008919
0.399550,0.154780,-6.945302,0.008933
0.400150,0.155020,-6.955732,0.008946
0.400750,0.155250,-6.966161,0.008959
0.401350,0.155480,-6.976591,0.008973
0.401950,0.155710,-6.987021,0.008986
0.402550,0.155950,-6.997450,0.009000
0.403150,0.156180,-7.007880,0.009013
0.403760,0.156420,-7.018484,0.009027
0.404360,0.156650,-7.028913,0.009040
0.404970,0.156880,-7.039517,0.009054
0.405570,0.157120,-7.049947,0.009067
0.406180,0.157350,-7.060550,0.009081
0.406790,0.157590,-7.071154,0.009094
0.407390,0.157820,-7.081583,0.009108
0.408000,0.158060,-7.092187,0.009122
0.408610,0.158300,-7.102790,0.009135
0.409220,0.158530,-7.113394,0.009149
0.409830,0.158770,-7.123997,0.009162
0.410440,0.159010,-7.134601,0.009176
0.411060,0.159240,-7.145378,0.009190
0.411670,0.159480,-7.155982,0.009204
0.412280,0.159720,-7.166585,0.009217
0.412900,0.159960,-7.177363,0.009231
0.413510,0.160190,-7.187966,0.009245
0.414130,0.160430,-7.198743,0.009259
0.414740,0.160670,-7.209347,0.009272
0.415360,0.160910,-7.220124,0.009286
0.415980,0.161150,-7.230902,0.009300
0.416600,0.161390,-7.241679,0.009314
0.417220,0.161630,-7.252456,0.009328
0.417840,0.161870,-7.263234,0.009341
0.418460,0.162110,-7.274011,0.009355
0.419080,0.162350,-7.284788,0.009369
0.419700,0.162590,-7.295566,0.009383
0.420320,0.162830,-7.306343,0.009397
0.420940,0.163070,-7.317120,0.009411
0.421570,0.163320,-7.328072,0.009425
0.422190,0.163560,-7.338849,0.009439
0.422820,0.163800,-7.349800,0.009453
0.423450,0.164040,-7.360751,0.009467
0.424070,0.164290,-7.371529,0.009481
0.424700,0.164530,-7.382480,0.009495
0.425330,0.164770,-7.393431,0.009509
0.425960,0.165020,-7.404382,0.009523
0.426590,0.165260,-7.415333,0.009537
0.427220,0.165500,-7.426284,0.009551
0.427850,0.165750,-7.437236,0.009565
0.428480,0.165990,-7.448187,0.009579
0.429110,0.166240,-7.459138,0.009593
0.429750,0.166480,-7.470263,0.009608
0.430380,0.166730,-7.481214,0.009622
0.431010,0.166970,-7.492165,0.009636
0.431650,0.167220,-7.503290,0.009650
0.432290,0.167470,-7.514415,0.009665
0.432920,0.167710,-7.525366,0.009679
0.433560,0.167960,-7.536491,0.009693
0.434200,0.168210,-7.547616,0.009707
0.434840,0.168460,-7.558741,0.009722
0.435480,0.168700,-7.569866,0.009736
0.436120,0.168950,-7.580991,0.009750
0.436760,0.169200,-7.592116,0.009764
0.437400,0.169450,-7.603241,0.009779
0.438040,0.169700,-7.614366,0.009793
0.438690,0.169950,-7.625665,0.009808
0.439330,0.170200,-7.636790,0.009822
0.439970,0.170450,-7.647915,0.009836
0.440620,0.170700,-7.659214,0.009851
0.441270,0.170950,-7.670513,0.009865
0.441910,0.171200,-7.681638,0.009880
0.442560,0.171450,-7.692937,0.009894
0.443210,0.171700,-7.704236,0.009909
0.443860,0.171950,-7.715534,0.009923
0.444510,0.172200,-7.726833,0.009938
0.445160,0.172450,-7.738132,0.009952
0.445810,0.172710,-7.749431,0.009967
0.446460,0.172960,-7.760730,0.009981
0.447110,0.173210,-7.772029,0.009996
0.447770,0.173460,-7.783501,0.010011
0.448420,0.173720,-7.794800,0.010025
0.449070,0.173970,-7.806099,0.010040
0.449730,0.174230,-7.817572,0.010054
0.450390,0.174480,-7.829044,0.010069
0.451040,0.174730,-7.840343,0.010084
0.451700,0.174990,-7.851816,0.010098
0.452360,0.175240,-7.863288,0.010113
0.453020,0.175500,-7.874761,0.010128
0.453680,0.175760,-7.886234,0.010143
0.454340,0.176010,-7.897706,0.010158
0.455000,0.176270,-7.909179,0.010172
0.455660,0.176520,-7.920652,0.010187
0.456330,0.176780,-7.932298,0.010202
0.456990,0.177040,-7.943771,0.010217
0.457650,0.177290,-7.955243,0.010232
0.458320,0.177550,-7.966890,0.010246
0.458980,0.177810,-7.978363,0.010261
0.459650,0.178070,-7.990009,0.010276
0.460320,0.178330,-8.001655,0.010291
0.460990,0.178590,-8.013302,0.010306
0.461650,0.178840,-8.024775,0.010321
0.462320,0.179100,-8.036421,0.010336
0.462990,0.179360,-8.048068,0.010351
0.463660,0.179620,-8.059714,0.010366
0.464340,0.179880,-8.071534,0.010381
0.465010,0.180140,-8.083181,0.010396
0.465680,0.180410,-8.094827,0.010411
0.466360,0.180670,-8.106648,0.010426
0.467030,0.180930,-8.118294,0.010441
0.467710,0.181190,-8.130114,0.010456
0.468380,0.181450,-8.141761,0.010471
0.469060,0.181710,-8.153581,0.010487
0.469740,0.181980,-8.165402,0.010502
0.470410,0.182240,-8.177048,0.010517
0.471090,0.182500,-8.188868,0.010532
0.471770,0.182760,-8.200689,0.010547
0.472450,0.183030,-8.212509,0.010562
0.473130,0.183290,-8.224329,0.010578
0.473820,0.183560,-8.236323,0.010593
0.474500,0.183820,-8.248144,0.010608
0.475180,0.184090,-8.259964,0.010623
0.475870,0.184350,-8.271958,0.010639
0.476550,0.184620,-8.283778,0.010654
0.477240,0.184880,-8.295773,0.010669
0.477920,0.185150,-8.307593,0.010685
0.478610,0.185410,-8.319587,0.010700
0.479300,0.185680,-8.331581,0.010716
0.479990,0.185950,-8.343575,0.010731
0.480680,0.186210,-8.355570,0.010746
0.481370,0.186480,-8.367564,0.010762
0.482060,0.186750,-8.379558,0.010777
0.482750,0.187020,-8.391552,0.010793
0.483440,0.187290,-8.403546,0.010808
0.484140,0.187550,-8.415714,0.010824
0.484830,0.187820,-8.427708,0.010839
0.485520,0.188090,-8.439702,0.010855
0.486220,0.188360,-8.451870,0.010870
0.486920,0.188630,-8.464038,0.010886
0.487610,0.188900,-8.476032,0.010901
0.488310,0.189170,-8.488200,0.010917
0.489010,0.189440,-8.500368,0.010933
0.489710,0.189710,-8.512536,0.010948
0.490410,0.189980,-8.524704,0.010964
0.491110,0.190260,-8.536872,0.010980
0.491810,0.190530,-8.549040,0.010995
0.492510,0.190800,-8.561208,0.011011
0.493210,0.191070,-8.573376,0.011027
0.493920,0.191340,-8.585718,0.011042
0.494620,0.191620,-8.597886,0.011058
0.495330,0.191890,-8.610228,0.011074
0.496030,0.192160,-8.622396,0.011090
0.496740,0.192440,-8.634737,0.011105
0.497450,0.192710,-8.647079,0.011121
0.498160,0.192990,-8.659421,0.011137
0.498870,0.193260,-8.671763,0.011153
0.499580,0.193540,-8.684105,0.011169
0.500290,0.193810,-8.696446,0.011185
0.501000,0.194090,-8.708788,0.011201
0.501710,0.194360,-8.721130,0.011217
0.502420,0.194640,-8.733472,0.011232
0.503140,0.194910,-8.745987,0.011249
0.503850,0.195190,-8.758329,0.011264
0.504570,0.195470,-8.770845,0.011280
0.505280,0.195750,-8.783187,0.011296
0.506000,0.196020,-8.795702,0.011312
0.506720,0.196300,-8.808218,0.011329
0.507430,0.196580,-8.820560,0.011344
0.508150,0.196860,-8.833075,0.011361
0.508870,0.197140,-8.845591,0.011377
0.509590,0.197420,-8.858107,0.011393
0.510310,0.197700,-8.870622,0.011409
0.511040,0.197980,-8.883312,0.011425
0.511760,0.198260,-8.895827,0.011441
0.512480,0.198540,-8.908343,0.011457
0.513210,0.198820,-8.921032,0.011474
0.513930,0.199100,-8.933548,0.011490
0.514660,0.199380,-8.946237,0.011506
0.515380,0.199660,-8.958753,0.011522
0.516110,0.199940,-8.971442,0.011538
0.516840,0.200220,-8.984132,0.011555
0.517570,0.200510,-8.996821,0.011571
0.518300,0.200790,-9.009511,0.011587
0.519030,0.201070,-9.022200,0.011604
0.519760,0.201360,-9.034890,0.011620
0.520490,0.201640,-9.047579,0.011636
0.521230,0.201920,-9.060442,0.011653
0.521960,0.202210,-9.073132,0.011669
0.522690,0.202490,-9.085821,0.011686
0.523430,0.202780,-9.098685,0.011702
0.524160,0.203060,-9.111374,0.011718
0.524900,0.203350,-9.124237,0.011735
0.525640,0.203630,-9.137101,0.011752
0.526380,0.203920,-9.149964,0.011768
0.527120,0.204200,-9.162827,0.011785
0.527860,0.204490,-9.175691,0.011801
0.528600,0.204780,-9.188554,0.011818
0.529340,0.205070,-9.201417,0.011834
0.530080,0.205350,-9.214280,0.011851
0.530820,0.205640,-9.227144,0.011867
0.531570,0.205930,-9.240181,0.011884
0.532310,0.206220,-9.253044,0.011901
0.533060,0.206510,-9.266081,0.011917
0.533800,0.206800,-9.278944,0.011934
0.534550,0.207080,-9.291982,0.011951
0.535300,0.207370,-9.305019,0.011968
0.536050,0.207660,-9.318056,0.011984
0.536790,0.207950,-9.330919,0.012001
0.537540,0.208240,-9.343956,0.012018
0.538300,0.208540,-9.357167,0.012035
0.539050,0.208830,-9.370204,0.012051
0.539800,0.209120,-9.383241,0.012068
0.540550,0.209410,-9.396278,0.012085
0.541310,0.209700,-9.409489,0.012102
0.542060,0.209990,-9.422526,0.012119
0.542820,0.210290,-9.435737,0.012136
0.543570,0.210580,-9.448774,0.012152
0.544330,0.210870,-9.461985,0.012169
0.545090,0.211170,-9.475196,0.012186
0.545850,0.211460,-9.488407,0.012203
0.546610,0.211760,-9.501618,0.012220
0.547370,0.212050,-9.514829,0.012237
0.548130,0.212340,-9.528040,0.012254
0.548890,0.212640,-9.541251,0.012271
0.549650,0.212930,-9.554462,0.012288
0.550410,0.213230,-9.567673,0.012305
0.551180,0.213530,-9.581058,0.012323
0.551940,0.213820,-9.594269,0.012340
0.552710,0.214120,-9.607653,0.012357
0.553480,0.214420,-9.621038,0.012374
0.554240,0.214710,-9.634249,0.012391
0.555010,0.215010,-9.647634,0.012408
0.555780,0.215310,-9.661019,0.012425
0.556550,0.215610,-9.674403,0.012443
0.557320,0.215910,-9.687788,0.012460
0.558090,0.216200,-9.701173,0.012477
0.558860,0.216500,-9.714558,0.012494
0.559640,0.216800,-9.728116,0.012512
0.560410,0.217100,-9.741501,0.012529
0.561190,0.217400,-9.755060,0.012546
0.561960,0.217700,-9.768444,0.012564
0.562740,0.218000,-9.782003,0.012581
0.563510,0.218310,-9.795388,0.012598
0.564290,0.218610,-9.808946,0.012616
0.565070,0.218910,-9.822505,0.012633
0.565850,0.219210,-9.836064,0.012650
0.566630,0.219510,-9.849622,0.012668
0.567410,0.219810,-9.863181,0.012685
0.568190,0.220120,-9.876739,0.012703
0.568970,0.220420,-9.890298,0.012720
0.569760,0.220720,-9.904030,0.012738
0.570540,0.221030,-9.917589,0.012755
0.571330,0.221330,-9.931321,0.012773
0.572110,0.221640,-9.944880,0.012790
0.572900,0.221940,-9.958612,0.012808
0.573690,0.222250,-9.972345,0.012826
0.574470,0.222550,-9.985903,0.012843
0.575260,0.222860,-9.999636,0.012861
0.576050,0.223160,-10.013368,0.012879
0.576840,0.223470,-10.027101,0.012896
0.577640,0.223780,-10.041007,0.012914
0.578430,0.224080,-10.054739,0.012932
0.579220,0.224390,-10.068472,0.012949
0.580010,0.224700,-10.082204,0.012967
0.580810,0.225010,-10.096110,0.012985
0.581600,0.225310,-10.109843,0.013003
0.582400,0.225620,-10.123749,0.013021
0.583200,0.225930,-10.137655,0.013038
0.584000,0.226240,-10.151562,0.013056
0.584790,0.226550,-10.165294,0.013074
0.585590,0.226860,-10.179200,0.013092
0.586390,0.227170,-10.193106,0.013110
0.587200,0.227480,-10.207187,0.013128
0.588000,0.227790,-10.221093,0.013146
0.588800,0.228100,-10.234999,0.013164
0.589600,0.228410,-10.248905,0.013181
0.590410,0.228720,-10.262985,0.013200
0.591210,0.229040,-10.276892,0.013217
0.592020,0.229350,-10.290972,0.013236
0.592830,0.229660,-10.305052,0.013254
0.593630,0.229970,-10.318958,0.013272
0.594440,0.230290,-10.333038,0.013290
0.595250,0.230600,-10.347118,0.013308
0.596060,0.230910,-10.361198,0.013326
0.596870,0.231230,-10.375278,0.013344
0.597680,0.231540,-10.389358,0.013362
0.598500,0.231860,-10.403612,0.013380
0.599310,0.232170,-10.417692,0.013399
0.600120,0.232490,-10.431772,0.013417
0.600940,0.232800,-10.446026,0.013435
0.601760,0.233120,-10.460280,0.013453
0.602570,0.233440,-10.474360,0.013471
0.603390,0.233750,-10.488614,0.013490
0.604210,0.234070,-10.502868,0.013508
0.605030,0.234390,-10.517122,0.013526
0.605850,0.234700,-10.531376,0.013545
0.606670,0.235020,-10.545630,0.013563
0.607490,0.235340,-10.559884,0.013581
0.608310,0.235660,-10.574138,0.013600
0.609130,0.235980,-10.588392,0.013618
0.609960,0.236300,-10.602819,0.013637
0.610780,0.236620,-10.617073,0.013655
0.611610,0.236940,-10.631501,0.013674
0.612440,0.237260,-10.645929,0.013692
0.613260,0.237580,-10.660183,0.013710
0.614090,0.237900,-10.674610,0.013729
0.614920,0.238220,-10.689038,0.013748
0.615750,0.238540,-10.703466,0.013766
0.616580,0.238860,-10.717893,0.013785
0.617410,0.239190,-10.732321,0.013803
0.618240,0.239510,-10.746749,0.013822
0.619080,0.239830,-10.761351,0.013841
0.619910,0.240150,-10.775778,0.013859
0.620750,0.240480,-10.790380,0.013878
0.621580,0.240800,-10.804808,0.013896
0.622420,0.241130,-10.819409,0.013915
0.623260,0.241450,-10.834011,0.013934
0.624090,0.241770,-10.848438,0.013953
0.624930,0.242100,-10.863040,0.013971
0.625770,0.242420,-10.877642,0.013990
0.626610,0.242750,-10.892243,0.014009
0.627460,0.243080,-10.907018,0.014028
0.628300,0.243400,-10.921620,0.014047
0.629140,0.243730,-10.936222,0.014065
0.629980,0.244060,-10.950823,0.014084
0.630830,0.244380,-10.965599,0.014103
0.631680,0.244710,-10.980374,0.014122
0.632520,0.245040,-10.994975,0.014141
0.633370,0.245370,-11.009751,0.014160
0.634220,0.245700,-11.024526,0.014179
0.635070,0.246020,-11.039302,0.014198
0.635920,0.246350,-11.054077,0.014217
0.636770,0.246680,-11.068852,0.014236
0.637620,0.247010,-11.083628,0.014255
0.638470,0.247340,-11.098403,0.014274
0.639320,0.247670,-11.113179,0.014293
0.640180,0.248000,-11.128128,0.014312
0.641030,0.248340,-11.142903,0.014331
0.641890,0.248670,-11.157852,0.014350
0.642750,0.249000,-11.172802,0.014370
0.643600,0.249330,-11.187577,0.014389
0.644460,0.249660,-11.202526,0.014408
0.645320,0.250000,-11.217475,0.014427
0.646180,0.250330,-11.232425,0.014446
0.647040,0.250660,-11.247374,0.014466
0.647900,0.251000,-11.262323,0.014485
0.648760,0.251330,-11.277272,0.014504
0.649630,0.251670,-11.292395,0.014524
0.650490,0.252000,-11.307345,0.014543
0.651360,0.252340,-11.322468,0.014562
0.652220,0.252670,-11.337417,0.014581
0.653090,0.253010,-11.352540,0.014601
0.653960,0.253340,-11.367663,0.014620
0.654830,0.253680,-11.382786,0.014640
0.655700,0.254020,-11.397909,0.014659
0.656570,0.254350,-11.413032,0.014679
0.657440,0.254690,-11.428155,0.014698
0.658310,0.255030,-11.443278,0.014718
0.659180,0.255370,-11.458401,0.014737
0.660050,0.255710,-11.473524,0.014756
0.660930,0.256040,-11.488821,0.014776
0.661800,0.256380,-11.503944,0.014796
